Data Year,County,Dashboard Fuel Type Group,Fuel Type,Manufacturer,Model,Number of Vehicles
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,181
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,29
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,5
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,32
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2470
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,25
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,140
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1426
2013,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,140
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1779
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,26
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,187
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,212
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,18
2013,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1038
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,4
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,16
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,166
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,9
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,85
2013,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,20
2013,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,106
2013,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,12
2013,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,40
2013,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,3
2013,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,82
2013,Shasta,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2013,Shasta,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,23
2013,Shasta,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2013,Shasta,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,11
2013,Shasta,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,5
2013,Shasta,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,11
2013,Siskiyou,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2013,Siskiyou,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2013,Siskiyou,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2013,Siskiyou,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2013,Siskiyou,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2013,Siskiyou,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,1
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,75
2013,Solano,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,16
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,123
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,12
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,18
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,3
2013,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,70
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,2
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,2
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,2
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,3
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,7
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,9
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,3
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,247
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,2
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,71
2013,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,16
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,213
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,2
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,22
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,22
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,2
2013,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,122
2013,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2013,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,2
2013,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,25
2013,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2013,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,7
2013,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,48
2013,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,3
2013,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,2
2013,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2013,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,17
2013,Sutter,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2013,Sutter,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2013,Sutter,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1
2013,Sutter,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,3
2013,Tehama,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2013,Tehama,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2013,Tehama,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2013,Trinity,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2013,Trinity,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2013,Tulare,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2013,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2013,Tulare,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,22
2013,Tulare,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,6
2013,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,16
2013,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1
2013,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2013,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,14
2013,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2013,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2013,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2013,Tuolumne,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,6
2013,Tuolumne,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,22
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,15
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,6
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,9
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,19
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,10
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,210
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,9
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,143
2013,Ventura,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,12
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,469
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,5
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,29
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,39
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,7
2013,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,128
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,5
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,2
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,12
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,3
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,6
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,86
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,13
2013,Yolo,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,6
2013,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,63
2013,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,6
2013,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,13
2013,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,5
2013,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,37
2013,Yuba,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2013,Yuba,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2013,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,6
2013,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2013,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,3
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,23
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,6
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,84
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,464
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,176
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,38
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,B-Class,6
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,19
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2796
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,75
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,26
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,691
2014,Alameda,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,149
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,38
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,10
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1354
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,9
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,319
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,326
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,43
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,7
2014,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1641
2014,Alpine,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2014,Alpine,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2014,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2014,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2014,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,5
2014,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,2
2014,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,7
2014,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1
2014,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2014,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,4
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,2
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,2
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,38
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,3
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,10
2014,Butte,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2014,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,26
2014,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,7
2014,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,9
2014,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,33
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,7
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,4
2014,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,2
2014,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,11
2014,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,4
2014,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,2
2014,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,7
2014,Colusa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2014,Colusa,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2014,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,13
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,4
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,32
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,165
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,2
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,101
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,34
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,B-Class,4
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,9
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,913
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,25
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,20
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,457
2014,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,94
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,15
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,7
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,792
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,10
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,380
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,244
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,33
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,3
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,918 Spyder,1
2014,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,875
2014,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2014,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2014,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,12
2014,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2014,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,3
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,3
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,22
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,18
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,4
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,78
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,2
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,60
2014,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,7
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,1
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,109
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,47
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,24
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,4
2014,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,80
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,3
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,15
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,262
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,11
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,14
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,123
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,2
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,31
2014,Fresno,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,8
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,5
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,1
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,116
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,8
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,25
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,12
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,3
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,1
2014,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,94
2014,Glenn,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2014,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2014,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2014,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,1
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,5
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,4
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,6
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,4
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,32
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,4
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2014,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,8
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,3
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,42
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,11
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,12
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2014,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,86
